,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month-Year,Confirmed Daily,Deaths Daily,Recovered Daily
2583,Unassigned Location (From Diamond Princess),US,35.4437,139.638,12/02/2020,0,0,0,Feb-20,0,0,0
2584,Oman,Oman,21,57,12/02/2020,0,0,0,Feb-20,0,0,0
2585,Afghanistan,Afghanistan,33,65,12/02/2020,0,0,0,Feb-20,0,0,0
2586,Bahrain,Bahrain,26.0275,50.55,12/02/2020,0,0,0,Feb-20,0,0,0
2587,Kuwait,Kuwait,29.5,47.75,12/02/2020,0,0,0,Feb-20,0,0,0
2588,Algeria,Algeria,28.0339,1.6596,12/02/2020,0,0,0,Feb-20,0,0,0
2589,Croatia,Croatia,45.1,15.2,12/02/2020,0,0,0,Feb-20,0,0,0
2590,Switzerland,Switzerland,46.8182,8.2275,12/02/2020,0,0,0,Feb-20,0,0,0
2591,Austria,Austria,47.5162,14.5501,12/02/2020,0,0,0,Feb-20,0,0,0
2592,Israel,Israel,31,35,12/02/2020,0,0,0,Feb-20,0,0,0
2593,Pakistan,Pakistan,30.3753,69.3451,12/02/2020,0,0,0,Feb-20,0,0,0
2594,Brazil,Brazil,-14.235,-51.9253,12/02/2020,0,0,0,Feb-20,0,0,0
2595,Georgia,Georgia,42.3154,43.3569,12/02/2020,0,0,0,Feb-20,0,0,0
2596,Greece,Greece,39.0742,21.8243,12/02/2020,0,0,0,Feb-20,0,0,0
2597,North Macedonia,North Macedonia,41.6086,21.7453,12/02/2020,0,0,0,Feb-20,0,0,0
2598,Norway,Norway,60.472,8.4689,12/02/2020,0,0,0,Feb-20,0,0,0
2599,Romania,Romania,45.9432,24.9668,12/02/2020,0,0,0,Feb-20,0,0,0
2600,Denmark,Denmark,56.2639,9.5018,12/02/2020,0,0,0,Feb-20,0,0,0
2601,Estonia,Estonia,58.5953,25.0136,12/02/2020,0,0,0,Feb-20,0,0,0
2602,Netherlands,Netherlands,52.1326,5.2913,12/02/2020,0,0,0,Feb-20,0,0,0
2603,San Marino,San Marino,43.9424,12.4578,12/02/2020,0,0,0,Feb-20,0,0,0
2604,Belarus,Belarus,53.7098,27.9534,12/02/2020,0,0,0,Feb-20,0,0,0
2605," Montreal, QC",Canada,45.5017,-73.5673,12/02/2020,0,0,0,Feb-20,0,0,0
2606,Iceland,Iceland,64.9631,-19.0208,12/02/2020,0,0,0,Feb-20,0,0,0
2607,Lithuania,Lithuania,55.1694,23.8813,12/02/2020,0,0,0,Feb-20,0,0,0
2608,Mexico,Mexico,23.6345,-102.5528,12/02/2020,0,0,0,Feb-20,0,0,0
2609,New Zealand,New Zealand,-40.9006,174.886,12/02/2020,0,0,0,Feb-20,0,0,0
2610,Nigeria,Nigeria,9.082,8.6753,12/02/2020,0,0,0,Feb-20,0,0,0
2611,Western Australia,Australia,-31.9505,115.8605,12/02/2020,0,0,0,Feb-20,0,0,0
2612,Ireland,Ireland,53.1424,-7.6921,12/02/2020,0,0,0,Feb-20,0,0,0
2613,Luxembourg,Luxembourg,49.8153,6.1296,12/02/2020,0,0,0,Feb-20,0,0,0
2614,Monaco,Monaco,43.7333,7.4167,12/02/2020,0,0,0,Feb-20,0,0,0
2615,Qatar,Qatar,25.3548,51.1839,12/02/2020,0,0,0,Feb-20,0,0,0
2616,"Portland, OR",US,45.5051,-122.675,12/02/2020,0,0,0,Feb-20,0,0,0
2617,"Snohomish County, WA",US,48.033,-121.8339,12/02/2020,0,0,0,Feb-20,0,0,0
2618,Anhui,Mainland China,31.8257,117.2264,13/02/2020,910,5,157,Feb-20,21,1,30
2619,Beijing,Mainland China,40.1824,116.4142,13/02/2020,366,3,69,Feb-20,14,0,13
2620,Chongqing,Mainland China,30.0572,107.874,13/02/2020,529,4,128,Feb-20,11,1,26
2621,Fujian,Mainland China,26.0789,117.9874,13/02/2020,279,0,57,Feb-20,7,0,4
2622,Gansu,Mainland China,36.0611,103.8343,13/02/2020,90,2,39,Feb-20,3,0,8
2623,Guangdong,Mainland China,23.3417,113.4244,13/02/2020,1241,2,314,Feb-20,22,1,39
2624,Guangxi,Mainland China,23.8298,108.7881,13/02/2020,222,2,33,Feb-20,0,1,1
2625,Guizhou,Mainland China,26.8154,106.8748,13/02/2020,135,1,27,Feb-20,2,0,9
2626,Hainan,Mainland China,19.1959,109.7453,13/02/2020,157,4,30,Feb-20,0,0,3
2627,Hebei,Mainland China,38.0428,114.5149,13/02/2020,265,3,68,Feb-20,14,1,14
2628,Heilongjiang,Mainland China,47.862,127.7615,13/02/2020,395,9,33,Feb-20,17,1,2
2629,Henan,Mainland China,33.88202,113.614,13/02/2020,1169,10,296,Feb-20,34,2,50
2630,Hubei,Mainland China,30.9756,112.2707,13/02/2020,48206,1310,3459,Feb-20,14840,242,773
2631,Hunan,Mainland China,27.6104,111.7088,13/02/2020,968,2,339,Feb-20,22,0,35
2632,Inner Mongolia,Mainland China,44.0935,113.9448,13/02/2020,61,0,6,Feb-20,1,0,0
2633,Jiangsu,Mainland China,32.9711,119.455,13/02/2020,570,0,139,Feb-20,27,0,14
2634,Jiangxi,Mainland China,27.614,115.7221,13/02/2020,872,1,170,Feb-20,28,0,18
2635,Jilin,Mainland China,43.6661,126.1923,13/02/2020,84,1,24,Feb-20,1,0,2
2636,Liaoning,Mainland China,41.2956,122.6085,13/02/2020,117,1,22,Feb-20,1,0,2
2637,Ningxia,Mainland China,37.2692,106.1655,13/02/2020,64,0,24,Feb-20,6,0,0
2638,Qinghai,Mainland China,35.7452,95.9956,13/02/2020,18,0,11,Feb-20,0,0,2
2639,Shaanxi,Mainland China,35.1917,108.8701,13/02/2020,229,0,46,Feb-20,4,0,3
2640,Shandong,Mainland China,36.3427,118.1498,13/02/2020,509,2,105,Feb-20,12,0,13
2641,Shanghai,Mainland China,31.202,121.4491,13/02/2020,315,1,62,Feb-20,4,0,5
2642,Shanxi,Mainland China,37.5777,112.2922,13/02/2020,126,0,36,Feb-20,0,0,3
2643,Sichuan,Mainland China,30.6171,102.7103,13/02/2020,451,1,104,Feb-20,15,0,12
2644,Tianjin,Mainland China,39.3054,117.323,13/02/2020,119,3,21,Feb-20,7,1,10
2645,Tibet,Mainland China,31.6927,88.0924,13/02/2020,1,0,1,Feb-20,0,0,0
2646,Xinjiang,Mainland China,41.1129,85.2401,13/02/2020,63,1,6,Feb-20,4,1,3
2647,Yunnan,Mainland China,24.974,101.487,13/02/2020,156,0,27,Feb-20,2,0,1
2648,Zhejiang,Mainland China,29.1832,120.0934,13/02/2020,1145,0,360,Feb-20,14,0,39
2649,Thailand,Thailand,15,101,13/02/2020,33,0,12,Feb-20,0,0,2
2650,Japan,Japan,36,138,13/02/2020,28,1,9,Feb-20,0,1,0
2651,South Korea,South Korea,36,128,13/02/2020,28,0,7,Feb-20,0,0,0
2652,Taiwan,Taiwan,23.7,121,13/02/2020,18,0,1,Feb-20,0,0,0
2653,"Seattle, WA",US,47.6062,-122.3321,13/02/2020,1,0,1,Feb-20,0,0,0
2654,"Chicago, IL",US,41.8781,-87.6298,13/02/2020,2,0,2,Feb-20,0,0,0
2655,"Tempe, AZ",US,33.4255,-111.94,13/02/2020,1,0,0,Feb-20,0,0,0
2656,Macau,Macau,22.1667,113.55,13/02/2020,10,0,3,Feb-20,0,0,1
2657,Hong Kong,Hong Kong,22.3,114.2,13/02/2020,53,1,1,Feb-20,3,0,0
2658,Singapore,Singapore,1.2833,103.8333,13/02/2020,58,0,15,Feb-20,8,0,0
2659,Vietnam,Vietnam,16,108,13/02/2020,16,0,7,Feb-20,1,0,1
2660,France,France,47,2,13/02/2020,11,0,2,Feb-20,0,0,0
2661,Nepal,Nepal,28.1667,84.25,13/02/2020,1,0,1,Feb-20,0,0,0
2662,Malaysia,Malaysia,2.5,112.5,13/02/2020,19,0,3,Feb-20,1,0,0
2663,"Toronto, ON",Canada,43.6532,-79.3832,13/02/2020,2,0,0,Feb-20,0,0,0
2664,British Columbia,Canada,49.2827,-123.1207,13/02/2020,4,0,0,Feb-20,0,0,0
2665,"Orange, CA",US,33.7879,-117.8531,13/02/2020,1,0,0,Feb-20,0,0,0
2666,"Los Angeles, CA",US,34.0522,-118.2437,13/02/2020,1,0,0,Feb-20,0,0,0
2667,New South Wales,Australia,-33.8688,151.2093,13/02/2020,4,0,4,Feb-20,0,0,2
2668,Victoria,Australia,-37.8136,144.9631,13/02/2020,4,0,4,Feb-20,0,0,4
2669,Queensland,Australia,-28.0167,153.4,13/02/2020,5,0,0,Feb-20,0,0,0
2670,Cambodia,Cambodia,11.55,104.9167,13/02/2020,1,0,1,Feb-20,0,0,0
2671,Sri Lanka,Sri Lanka,7,81,13/02/2020,1,0,1,Feb-20,0,0,0
2672,Germany,Germany,51,9,13/02/2020,16,0,1,Feb-20,0,0,1
2673,Finland,Finland,64,26,13/02/2020,1,0,1,Feb-20,0,0,0
2674,United Arab Emirates,United Arab Emirates,24,54,13/02/2020,8,0,1,Feb-20,0,0,0
2675,Philippines,Philippines,13,122,13/02/2020,3,1,1,Feb-20,0,0,0
2676,India,India,21,78,13/02/2020,3,0,0,Feb-20,0,0,0
2677,"London, ON",Canada,42.9849,-81.2453,13/02/2020,1,0,1,Feb-20,0,0,0
2678,Italy,Italy,43,12,13/02/2020,3,0,0,Feb-20,0,0,0
2679,UK,UK,55,-3,13/02/2020,9,0,1,Feb-20,0,0,0
2680,Russia,Russia,60,90,13/02/2020,2,0,2,Feb-20,0,0,0
2681,Sweden,Sweden,63,16,13/02/2020,1,0,0,Feb-20,0,0,0
2682,"Santa Clara, CA",US,37.3541,-121.9552,13/02/2020,2,0,0,Feb-20,0,0,0
2683,Spain,Spain,40,-4,13/02/2020,2,0,0,Feb-20,0,0,0
2684,South Australia,Australia,-34.9285,138.6007,13/02/2020,2,0,0,Feb-20,0,0,0
2685,"Boston, MA",US,42.3601,-71.0589,13/02/2020,1,0,0,Feb-20,0,0,0
2686,"San Benito, CA",US,36.5761,-120.9876,13/02/2020,2,0,0,Feb-20,0,0,0
2687,Belgium,Belgium,50.8333,4,13/02/2020,1,0,0,Feb-20,0,0,0
2688,"Madison, WI",US,43.0731,-89.4012,13/02/2020,1,0,0,Feb-20,0,0,0
2689,Diamond Princess cruise ship,Others,35.4437,139.638,13/02/2020,175,0,0,Feb-20,0,0,0
2690,"San Diego County, CA",US,32.7157,-117.1611,13/02/2020,2,0,0,Feb-20,1,0,0
2691,"San Antonio, TX",US,29.4241,-98.4936,13/02/2020,1,0,0,Feb-20,1,0,0
2692,Egypt,Egypt,26,30,13/02/2020,0,0,0,Feb-20,0,0,0
2693,Iran,Iran,32,53,13/02/2020,0,0,0,Feb-20,0,0,0
2694,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,13/02/2020,0,0,0,Feb-20,0,0,0
2695,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,13/02/2020,0,0,0,Feb-20,0,0,0
2696,From Diamond Princess,Australia,35.4437,139.638,13/02/2020,0,0,0,Feb-20,0,0,0
2697,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,13/02/2020,0,0,0,Feb-20,0,0,0
2698,Lebanon,Lebanon,33.8547,35.8623,13/02/2020,0,0,0,Feb-20,0,0,0
2699,"Humboldt County, CA",US,40.745,-123.8695,13/02/2020,0,0,0,Feb-20,0,0,0
2700,"Sacramento County, CA",US,38.4747,-121.3542,13/02/2020,0,0,0,Feb-20,0,0,0
2701,Iraq,Iraq,33,44,13/02/2020,0,0,0,Feb-20,0,0,0
2702,Unassigned Location (From Diamond Princess),US,35.4437,139.638,13/02/2020,0,0,0,Feb-20,0,0,0
2703,Oman,Oman,21,57,13/02/2020,0,0,0,Feb-20,0,0,0
2704,Afghanistan,Afghanistan,33,65,13/02/2020,0,0,0,Feb-20,0,0,0
2705,Bahrain,Bahrain,26.0275,50.55,13/02/2020,0,0,0,Feb-20,0,0,0
2706,Kuwait,Kuwait,29.5,47.75,13/02/2020,0,0,0,Feb-20,0,0,0
2707,Algeria,Algeria,28.0339,1.6596,13/02/2020,0,0,0,Feb-20,0,0,0
2708,Croatia,Croatia,45.1,15.2,13/02/2020,0,0,0,Feb-20,0,0,0
2709,Switzerland,Switzerland,46.8182,8.2275,13/02/2020,0,0,0,Feb-20,0,0,0
2710,Austria,Austria,47.5162,14.5501,13/02/2020,0,0,0,Feb-20,0,0,0
2711,Israel,Israel,31,35,13/02/2020,0,0,0,Feb-20,0,0,0
2712,Pakistan,Pakistan,30.3753,69.3451,13/02/2020,0,0,0,Feb-20,0,0,0
2713,Brazil,Brazil,-14.235,-51.9253,13/02/2020,0,0,0,Feb-20,0,0,0
2714,Georgia,Georgia,42.3154,43.3569,13/02/2020,0,0,0,Feb-20,0,0,0
2715,Greece,Greece,39.0742,21.8243,13/02/2020,0,0,0,Feb-20,0,0,0
2716,North Macedonia,North Macedonia,41.6086,21.7453,13/02/2020,0,0,0,Feb-20,0,0,0
2717,Norway,Norway,60.472,8.4689,13/02/2020,0,0,0,Feb-20,0,0,0
2718,Romania,Romania,45.9432,24.9668,13/02/2020,0,0,0,Feb-20,0,0,0
2719,Denmark,Denmark,56.2639,9.5018,13/02/2020,0,0,0,Feb-20,0,0,0
2720,Estonia,Estonia,58.5953,25.0136,13/02/2020,0,0,0,Feb-20,0,0,0
2721,Netherlands,Netherlands,52.1326,5.2913,13/02/2020,0,0,0,Feb-20,0,0,0
2722,San Marino,San Marino,43.9424,12.4578,13/02/2020,0,0,0,Feb-20,0,0,0
2723,Belarus,Belarus,53.7098,27.9534,13/02/2020,0,0,0,Feb-20,0,0,0
2724," Montreal, QC",Canada,45.5017,-73.5673,13/02/2020,0,0,0,Feb-20,0,0,0
2725,Iceland,Iceland,64.9631,-19.0208,13/02/2020,0,0,0,Feb-20,0,0,0
2726,Lithuania,Lithuania,55.1694,23.8813,13/02/2020,0,0,0,Feb-20,0,0,0
2727,Mexico,Mexico,23.6345,-102.5528,13/02/2020,0,0,0,Feb-20,0,0,0
2728,New Zealand,New Zealand,-40.9006,174.886,13/02/2020,0,0,0,Feb-20,0,0,0
2729,Nigeria,Nigeria,9.082,8.6753,13/02/2020,0,0,0,Feb-20,0,0,0
2730,Western Australia,Australia,-31.9505,115.8605,13/02/2020,0,0,0,Feb-20,0,0,0
2731,Ireland,Ireland,53.1424,-7.6921,13/02/2020,0,0,0,Feb-20,0,0,0
2732,Luxembourg,Luxembourg,49.8153,6.1296,13/02/2020,0,0,0,Feb-20,0,0,0
2733,Monaco,Monaco,43.7333,7.4167,13/02/2020,0,0,0,Feb-20,0,0,0
2734,Qatar,Qatar,25.3548,51.1839,13/02/2020,0,0,0,Feb-20,0,0,0
2735,"Portland, OR",US,45.5051,-122.675,13/02/2020,0,0,0,Feb-20,0,0,0
2736,"Snohomish County, WA",US,48.033,-121.8339,13/02/2020,0,0,0,Feb-20,0,0,0
2737,Anhui,Mainland China,31.8257,117.2264,14/02/2020,934,6,193,Feb-20,24,1,36
2738,Beijing,Mainland China,40.1824,116.4142,14/02/2020,372,3,80,Feb-20,6,0,11
2739,Chongqing,Mainland China,30.0572,107.874,14/02/2020,537,5,152,Feb-20,8,1,24
2740,Fujian,Mainland China,26.0789,117.9874,14/02/2020,281,0,63,Feb-20,2,0,6
2741,Gansu,Mainland China,36.0611,103.8343,14/02/2020,90,2,39,Feb-20,0,0,0
2742,Guangdong,Mainland China,23.3417,113.4244,14/02/2020,1261,2,362,Feb-20,20,0,48
2743,Guangxi,Mainland China,23.8298,108.7881,14/02/2020,226,2,36,Feb-20,4,0,3
2744,Guizhou,Mainland China,26.8154,106.8748,14/02/2020,140,1,28,Feb-20,5,0,1
2745,Hainan,Mainland China,19.1959,109.7453,14/02/2020,159,4,43,Feb-20,2,0,13
2746,Hebei,Mainland China,38.0428,114.5149,14/02/2020,283,3,87,Feb-20,18,0,19
2747,Heilongjiang,Mainland China,47.862,127.7615,14/02/2020,419,11,47,Feb-20,24,2,14
2748,Henan,Mainland China,33.88202,113.614,14/02/2020,1184,11,357,Feb-20,15,1,61
2749,Hubei,Mainland China,30.9756,112.2707,14/02/2020,54406,1457,4774,Feb-20,6200,147,1315
2750,Hunan,Mainland China,27.6104,111.7088,14/02/2020,988,2,364,Feb-20,20,0,25
2751,Inner Mongolia,Mainland China,44.0935,113.9448,14/02/2020,65,0,6,Feb-20,4,0,0
2752,Jiangsu,Mainland China,32.9711,119.455,14/02/2020,593,0,157,Feb-20,23,0,18
2753,Jiangxi,Mainland China,27.614,115.7221,14/02/2020,900,1,187,Feb-20,28,0,17
2754,Jilin,Mainland China,43.6661,126.1923,14/02/2020,86,1,25,Feb-20,2,0,1
2755,Liaoning,Mainland China,41.2956,122.6085,14/02/2020,119,1,29,Feb-20,2,0,7
2756,Ningxia,Mainland China,37.2692,106.1655,14/02/2020,67,0,24,Feb-20,3,0,0
2757,Qinghai,Mainland China,35.7452,95.9956,14/02/2020,18,0,11,Feb-20,0,0,0
2758,Shaanxi,Mainland China,35.1917,108.8701,14/02/2020,230,0,54,Feb-20,1,0,8
2759,Shandong,Mainland China,36.3427,118.1498,14/02/2020,523,2,136,Feb-20,14,0,31
2760,Shanghai,Mainland China,31.202,121.4491,14/02/2020,318,1,90,Feb-20,3,0,28
2761,Shanxi,Mainland China,37.5777,112.2922,14/02/2020,127,0,38,Feb-20,1,0,2
2762,Sichuan,Mainland China,30.6171,102.7103,14/02/2020,463,1,114,Feb-20,12,0,10
2763,Tianjin,Mainland China,39.3054,117.323,14/02/2020,120,3,31,Feb-20,1,0,10
2764,Tibet,Mainland China,31.6927,88.0924,14/02/2020,1,0,1,Feb-20,0,0,0
2765,Xinjiang,Mainland China,41.1129,85.2401,14/02/2020,65,1,6,Feb-20,2,0,0
2766,Yunnan,Mainland China,24.974,101.487,14/02/2020,162,0,36,Feb-20,6,0,9
2767,Zhejiang,Mainland China,29.1832,120.0934,14/02/2020,1155,0,403,Feb-20,10,0,43
2768,Thailand,Thailand,15,101,14/02/2020,33,0,12,Feb-20,0,0,0
2769,Japan,Japan,36,138,14/02/2020,29,1,9,Feb-20,1,0,0
2770,South Korea,South Korea,36,128,14/02/2020,28,0,7,Feb-20,0,0,0
2771,Taiwan,Taiwan,23.7,121,14/02/2020,18,0,2,Feb-20,0,0,1
2772,"Seattle, WA",US,47.6062,-122.3321,14/02/2020,1,0,1,Feb-20,0,0,0
2773,"Chicago, IL",US,41.8781,-87.6298,14/02/2020,2,0,2,Feb-20,0,0,0
2774,"Tempe, AZ",US,33.4255,-111.94,14/02/2020,1,0,0,Feb-20,0,0,0
2775,Macau,Macau,22.1667,113.55,14/02/2020,10,0,3,Feb-20,0,0,0
2776,Hong Kong,Hong Kong,22.3,114.2,14/02/2020,56,1,1,Feb-20,3,0,0
2777,Singapore,Singapore,1.2833,103.8333,14/02/2020,67,0,17,Feb-20,9,0,2
2778,Vietnam,Vietnam,16,108,14/02/2020,16,0,7,Feb-20,0,0,0
2779,France,France,47,2,14/02/2020,11,0,2,Feb-20,0,0,0
2780,Nepal,Nepal,28.1667,84.25,14/02/2020,1,0,1,Feb-20,0,0,0
2781,Malaysia,Malaysia,2.5,112.5,14/02/2020,19,0,3,Feb-20,0,0,0
2782,"Toronto, ON",Canada,43.6532,-79.3832,14/02/2020,2,0,0,Feb-20,0,0,0
2783,British Columbia,Canada,49.2827,-123.1207,14/02/2020,4,0,0,Feb-20,0,0,0
2784,"Orange, CA",US,33.7879,-117.8531,14/02/2020,1,0,0,Feb-20,0,0,0
2785,"Los Angeles, CA",US,34.0522,-118.2437,14/02/2020,1,0,0,Feb-20,0,0,0
2786,New South Wales,Australia,-33.8688,151.2093,14/02/2020,4,0,4,Feb-20,0,0,0
2787,Victoria,Australia,-37.8136,144.9631,14/02/2020,4,0,4,Feb-20,0,0,0
2788,Queensland,Australia,-28.0167,153.4,14/02/2020,5,0,0,Feb-20,0,0,0
2789,Cambodia,Cambodia,11.55,104.9167,14/02/2020,1,0,1,Feb-20,0,0,0
2790,Sri Lanka,Sri Lanka,7,81,14/02/2020,1,0,1,Feb-20,0,0,0
2791,Germany,Germany,51,9,14/02/2020,16,0,1,Feb-20,0,0,0
2792,Finland,Finland,64,26,14/02/2020,1,0,1,Feb-20,0,0,0
2793,United Arab Emirates,United Arab Emirates,24,54,14/02/2020,8,0,1,Feb-20,0,0,0
2794,Philippines,Philippines,13,122,14/02/2020,3,1,1,Feb-20,0,0,0
2795,India,India,21,78,14/02/2020,3,0,0,Feb-20,0,0,0
2796,"London, ON",Canada,42.9849,-81.2453,14/02/2020,1,0,1,Feb-20,0,0,0
2797,Italy,Italy,43,12,14/02/2020,3,0,0,Feb-20,0,0,0
2798,UK,UK,55,-3,14/02/2020,9,0,1,Feb-20,0,0,0
2799,Russia,Russia,60,90,14/02/2020,2,0,2,Feb-20,0,0,0
2800,Sweden,Sweden,63,16,14/02/2020,1,0,0,Feb-20,0,0,0
2801,"Santa Clara, CA",US,37.3541,-121.9552,14/02/2020,2,0,0,Feb-20,0,0,0
2802,Spain,Spain,40,-4,14/02/2020,2,0,0,Feb-20,0,0,0
2803,South Australia,Australia,-34.9285,138.6007,14/02/2020,2,0,0,Feb-20,0,0,0
2804,"Boston, MA",US,42.3601,-71.0589,14/02/2020,1,0,0,Feb-20,0,0,0
2805,"San Benito, CA",US,36.5761,-120.9876,14/02/2020,2,0,0,Feb-20,0,0,0
2806,Belgium,Belgium,50.8333,4,14/02/2020,1,0,0,Feb-20,0,0,0
2807,"Madison, WI",US,43.0731,-89.4012,14/02/2020,1,0,0,Feb-20,0,0,0
2808,Diamond Princess cruise ship,Others,35.4437,139.638,14/02/2020,218,0,0,Feb-20,43,0,0
2809,"San Diego County, CA",US,32.7157,-117.1611,14/02/2020,2,0,0,Feb-20,0,0,0
2810,"San Antonio, TX",US,29.4241,-98.4936,14/02/2020,1,0,0,Feb-20,0,0,0
2811,Egypt,Egypt,26,30,14/02/2020,1,0,0,Feb-20,1,0,0
2812,Iran,Iran,32,53,14/02/2020,0,0,0,Feb-20,0,0,0
2813,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,14/02/2020,0,0,0,Feb-20,0,0,0
2814,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,14/02/2020,0,0,0,Feb-20,0,0,0
2815,From Diamond Princess,Australia,35.4437,139.638,14/02/2020,0,0,0,Feb-20,0,0,0
2816,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,14/02/2020,0,0,0,Feb-20,0,0,0
2817,Lebanon,Lebanon,33.8547,35.8623,14/02/2020,0,0,0,Feb-20,0,0,0
2818,"Humboldt County, CA",US,40.745,-123.8695,14/02/2020,0,0,0,Feb-20,0,0,0
2819,"Sacramento County, CA",US,38.4747,-121.3542,14/02/2020,0,0,0,Feb-20,0,0,0
2820,Iraq,Iraq,33,44,14/02/2020,0,0,0,Feb-20,0,0,0
2821,Unassigned Location (From Diamond Princess),US,35.4437,139.638,14/02/2020,0,0,0,Feb-20,0,0,0
2822,Oman,Oman,21,57,14/02/2020,0,0,0,Feb-20,0,0,0
2823,Afghanistan,Afghanistan,33,65,14/02/2020,0,0,0,Feb-20,0,0,0
2824,Bahrain,Bahrain,26.0275,50.55,14/02/2020,0,0,0,Feb-20,0,0,0
2825,Kuwait,Kuwait,29.5,47.75,14/02/2020,0,0,0,Feb-20,0,0,0
2826,Algeria,Algeria,28.0339,1.6596,14/02/2020,0,0,0,Feb-20,0,0,0
2827,Croatia,Croatia,45.1,15.2,14/02/2020,0,0,0,Feb-20,0,0,0
2828,Switzerland,Switzerland,46.8182,8.2275,14/02/2020,0,0,0,Feb-20,0,0,0
2829,Austria,Austria,47.5162,14.5501,14/02/2020,0,0,0,Feb-20,0,0,0
2830,Israel,Israel,31,35,14/02/2020,0,0,0,Feb-20,0,0,0
2831,Pakistan,Pakistan,30.3753,69.3451,14/02/2020,0,0,0,Feb-20,0,0,0
2832,Brazil,Brazil,-14.235,-51.9253,14/02/2020,0,0,0,Feb-20,0,0,0
2833,Georgia,Georgia,42.3154,43.3569,14/02/2020,0,0,0,Feb-20,0,0,0
2834,Greece,Greece,39.0742,21.8243,14/02/2020,0,0,0,Feb-20,0,0,0
2835,North Macedonia,North Macedonia,41.6086,21.7453,14/02/2020,0,0,0,Feb-20,0,0,0
2836,Norway,Norway,60.472,8.4689,14/02/2020,0,0,0,Feb-20,0,0,0
2837,Romania,Romania,45.9432,24.9668,14/02/2020,0,0,0,Feb-20,0,0,0
2838,Denmark,Denmark,56.2639,9.5018,14/02/2020,0,0,0,Feb-20,0,0,0
2839,Estonia,Estonia,58.5953,25.0136,14/02/2020,0,0,0,Feb-20,0,0,0
2840,Netherlands,Netherlands,52.1326,5.2913,14/02/2020,0,0,0,Feb-20,0,0,0
2841,San Marino,San Marino,43.9424,12.4578,14/02/2020,0,0,0,Feb-20,0,0,0
2842,Belarus,Belarus,53.7098,27.9534,14/02/2020,0,0,0,Feb-20,0,0,0
2843," Montreal, QC",Canada,45.5017,-73.5673,14/02/2020,0,0,0,Feb-20,0,0,0
2844,Iceland,Iceland,64.9631,-19.0208,14/02/2020,0,0,0,Feb-20,0,0,0
2845,Lithuania,Lithuania,55.1694,23.8813,14/02/2020,0,0,0,Feb-20,0,0,0
2846,Mexico,Mexico,23.6345,-102.5528,14/02/2020,0,0,0,Feb-20,0,0,0
2847,New Zealand,New Zealand,-40.9006,174.886,14/02/2020,0,0,0,Feb-20,0,0,0
2848,Nigeria,Nigeria,9.082,8.6753,14/02/2020,0,0,0,Feb-20,0,0,0
2849,Western Australia,Australia,-31.9505,115.8605,14/02/2020,0,0,0,Feb-20,0,0,0
2850,Ireland,Ireland,53.1424,-7.6921,14/02/2020,0,0,0,Feb-20,0,0,0
2851,Luxembourg,Luxembourg,49.8153,6.1296,14/02/2020,0,0,0,Feb-20,0,0,0
2852,Monaco,Monaco,43.7333,7.4167,14/02/2020,0,0,0,Feb-20,0,0,0
2853,Qatar,Qatar,25.3548,51.1839,14/02/2020,0,0,0,Feb-20,0,0,0
2854,"Portland, OR",US,45.5051,-122.675,14/02/2020,0,0,0,Feb-20,0,0,0
2855,"Snohomish County, WA",US,48.033,-121.8339,14/02/2020,0,0,0,Feb-20,0,0,0
2856,Anhui,Mainland China,31.8257,117.2264,15/02/2020,950,6,221,Feb-20,16,0,28
2857,Beijing,Mainland China,40.1824,116.4142,15/02/2020,375,4,98,Feb-20,3,1,18
2858,Chongqing,Mainland China,30.0572,107.874,15/02/2020,544,5,184,Feb-20,7,0,32
2859,Fujian,Mainland China,26.0789,117.9874,15/02/2020,285,0,71,Feb-20,4,0,8
2860,Gansu,Mainland China,36.0611,103.8343,15/02/2020,90,2,49,Feb-20,0,0,10
2861,Guangdong,Mainland China,23.3417,113.4244,15/02/2020,1294,2,410,Feb-20,33,0,48
2862,Guangxi,Mainland China,23.8298,108.7881,15/02/2020,235,2,44,Feb-20,9,0,8
2863,Guizhou,Mainland China,26.8154,106.8748,15/02/2020,143,1,41,Feb-20,3,0,13
2864,Hainan,Mainland China,19.1959,109.7453,15/02/2020,162,4,39,Feb-20,3,0,-4
2865,Hebei,Mainland China,38.0428,114.5149,15/02/2020,291,3,101,Feb-20,8,0,14
2866,Heilongjiang,Mainland China,47.862,127.7615,15/02/2020,425,11,68,Feb-20,6,0,21
2867,Henan,Mainland China,33.88202,113.614,15/02/2020,1212,13,391,Feb-20,28,2,34
2868,Hubei,Mainland China,30.9756,112.2707,15/02/2020,56249,1596,5623,Feb-20,1843,139,849
2869,Hunan,Mainland China,27.6104,111.7088,15/02/2020,1001,2,425,Feb-20,13,0,61
2870,Inner Mongolia,Mainland China,44.0935,113.9448,15/02/2020,68,0,7,Feb-20,3,0,1
