,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month-Year,Confirmed Daily,Deaths Daily,Recovered Daily
1035,Iraq,Iraq,33,44,30/01/2020,0,0,0,Jan-20,0,0,0
1036,Unassigned Location (From Diamond Princess),US,35.4437,139.638,30/01/2020,0,0,0,Jan-20,0,0,0
1037,Oman,Oman,21,57,30/01/2020,0,0,0,Jan-20,0,0,0
1038,Afghanistan,Afghanistan,33,65,30/01/2020,0,0,0,Jan-20,0,0,0
1039,Bahrain,Bahrain,26.0275,50.55,30/01/2020,0,0,0,Jan-20,0,0,0
1040,Kuwait,Kuwait,29.5,47.75,30/01/2020,0,0,0,Jan-20,0,0,0
1041,Algeria,Algeria,28.0339,1.6596,30/01/2020,0,0,0,Jan-20,0,0,0
1042,Croatia,Croatia,45.1,15.2,30/01/2020,0,0,0,Jan-20,0,0,0
1043,Switzerland,Switzerland,46.8182,8.2275,30/01/2020,0,0,0,Jan-20,0,0,0
1044,Austria,Austria,47.5162,14.5501,30/01/2020,0,0,0,Jan-20,0,0,0
1045,Israel,Israel,31,35,30/01/2020,0,0,0,Jan-20,0,0,0
1046,Pakistan,Pakistan,30.3753,69.3451,30/01/2020,0,0,0,Jan-20,0,0,0
1047,Brazil,Brazil,-14.235,-51.9253,30/01/2020,0,0,0,Jan-20,0,0,0
1048,Georgia,Georgia,42.3154,43.3569,30/01/2020,0,0,0,Jan-20,0,0,0
1049,Greece,Greece,39.0742,21.8243,30/01/2020,0,0,0,Jan-20,0,0,0
1050,North Macedonia,North Macedonia,41.6086,21.7453,30/01/2020,0,0,0,Jan-20,0,0,0
1051,Norway,Norway,60.472,8.4689,30/01/2020,0,0,0,Jan-20,0,0,0
1052,Romania,Romania,45.9432,24.9668,30/01/2020,0,0,0,Jan-20,0,0,0
1053,Denmark,Denmark,56.2639,9.5018,30/01/2020,0,0,0,Jan-20,0,0,0
1054,Estonia,Estonia,58.5953,25.0136,30/01/2020,0,0,0,Jan-20,0,0,0
1055,Netherlands,Netherlands,52.1326,5.2913,30/01/2020,0,0,0,Jan-20,0,0,0
1056,San Marino,San Marino,43.9424,12.4578,30/01/2020,0,0,0,Jan-20,0,0,0
1057,Belarus,Belarus,53.7098,27.9534,30/01/2020,0,0,0,Jan-20,0,0,0
1058," Montreal, QC",Canada,45.5017,-73.5673,30/01/2020,0,0,0,Jan-20,0,0,0
1059,Iceland,Iceland,64.9631,-19.0208,30/01/2020,0,0,0,Jan-20,0,0,0
1060,Lithuania,Lithuania,55.1694,23.8813,30/01/2020,0,0,0,Jan-20,0,0,0
1061,Mexico,Mexico,23.6345,-102.5528,30/01/2020,0,0,0,Jan-20,0,0,0
1062,New Zealand,New Zealand,-40.9006,174.886,30/01/2020,0,0,0,Jan-20,0,0,0
1063,Nigeria,Nigeria,9.082,8.6753,30/01/2020,0,0,0,Jan-20,0,0,0
1064,Western Australia,Australia,-31.9505,115.8605,30/01/2020,0,0,0,Jan-20,0,0,0
1065,Ireland,Ireland,53.1424,-7.6921,30/01/2020,0,0,0,Jan-20,0,0,0
1066,Luxembourg,Luxembourg,49.8153,6.1296,30/01/2020,0,0,0,Jan-20,0,0,0
1067,Monaco,Monaco,43.7333,7.4167,30/01/2020,0,0,0,Jan-20,0,0,0
1068,Qatar,Qatar,25.3548,51.1839,30/01/2020,0,0,0,Jan-20,0,0,0
1069,"Portland, OR",US,45.5051,-122.675,30/01/2020,0,0,0,Jan-20,0,0,0
1070,"Snohomish County, WA",US,48.033,-121.8339,30/01/2020,0,0,0,Jan-20,0,0,0
1071,Anhui,Mainland China,31.8257,117.2264,31/01/2020,237,0,3,Jan-20,37,0,1
1072,Beijing,Mainland China,40.1824,116.4142,31/01/2020,139,1,5,Jan-20,25,0,1
1073,Chongqing,Mainland China,30.0572,107.874,31/01/2020,211,0,1,Jan-20,29,0,0
1074,Fujian,Mainland China,26.0789,117.9874,31/01/2020,120,0,0,Jan-20,19,0,0
1075,Gansu,Mainland China,36.0611,103.8343,31/01/2020,29,0,0,Jan-20,3,0,0
1076,Guangdong,Mainland China,23.3417,113.4244,31/01/2020,436,0,11,Jan-20,82,0,1
1077,Guangxi,Mainland China,23.8298,108.7881,31/01/2020,87,0,2,Jan-20,9,0,0
1078,Guizhou,Mainland China,26.8154,106.8748,31/01/2020,29,0,2,Jan-20,17,0,1
1079,Hainan,Mainland China,19.1959,109.7453,31/01/2020,52,1,1,Jan-20,6,0,0
1080,Hebei,Mainland China,38.0428,114.5149,31/01/2020,82,1,0,Jan-20,17,0,0
1081,Heilongjiang,Mainland China,47.862,127.7615,31/01/2020,59,2,0,Jan-20,15,0,0
1082,Henan,Mainland China,33.88202,113.614,31/01/2020,352,2,3,Jan-20,74,0,1
1083,Hubei,Mainland China,30.9756,112.2707,31/01/2020,5806,204,141,Jan-20,903,42,51
1084,Hunan,Mainland China,27.6104,111.7088,31/01/2020,332,0,2,Jan-20,55,0,0
1085,Inner Mongolia,Mainland China,44.0935,113.9448,31/01/2020,20,0,1,Jan-20,1,0,1
1086,Jiangsu,Mainland China,32.9711,119.455,31/01/2020,168,0,5,Jan-20,39,0,4
1087,Jiangxi,Mainland China,27.614,115.7221,31/01/2020,240,0,7,Jan-20,78,0,2
1088,Jilin,Mainland China,43.6661,126.1923,31/01/2020,14,0,1,Jan-20,0,0,0
1089,Liaoning,Mainland China,41.2956,122.6085,31/01/2020,48,0,1,Jan-20,7,0,0
1090,Ningxia,Mainland China,37.2692,106.1655,31/01/2020,21,0,0,Jan-20,4,0,0
1091,Qinghai,Mainland China,35.7452,95.9956,31/01/2020,8,0,0,Jan-20,0,0,0
1092,Shaanxi,Mainland China,35.1917,108.8701,31/01/2020,87,0,0,Jan-20,24,0,0
1093,Shandong,Mainland China,36.3427,118.1498,31/01/2020,184,0,2,Jan-20,26,0,1
1094,Shanghai,Mainland China,31.202,121.4491,31/01/2020,135,1,9,Jan-20,23,0,4
1095,Shanxi,Mainland China,37.5777,112.2922,31/01/2020,39,0,1,Jan-20,4,0,0
1096,Sichuan,Mainland China,30.6171,102.7103,31/01/2020,177,1,1,Jan-20,35,0,0
1097,Tianjin,Mainland China,39.3054,117.323,31/01/2020,32,0,0,Jan-20,1,0,0
1098,Tibet,Mainland China,31.6927,88.0924,31/01/2020,1,0,0,Jan-20,0,0,0
1099,Xinjiang,Mainland China,41.1129,85.2401,31/01/2020,17,0,0,Jan-20,3,0,0
1100,Yunnan,Mainland China,24.974,101.487,31/01/2020,83,0,1,Jan-20,13,0,1
1101,Zhejiang,Mainland China,29.1832,120.0934,31/01/2020,538,0,14,Jan-20,110,0,10
1102,Thailand,Thailand,15,101,31/01/2020,19,0,5,Jan-20,5,0,0
1103,Japan,Japan,36,138,31/01/2020,15,0,1,Jan-20,4,0,0
1104,South Korea,South Korea,36,128,31/01/2020,11,0,0,Jan-20,7,0,0
1105,Taiwan,Taiwan,23.7,121,31/01/2020,10,0,0,Jan-20,1,0,0
1106,"Seattle, WA",US,47.6062,-122.3321,31/01/2020,1,0,0,Jan-20,0,0,0
1107,"Chicago, IL",US,41.8781,-87.6298,31/01/2020,2,0,0,Jan-20,1,0,0
1108,"Tempe, AZ",US,33.4255,-111.94,31/01/2020,1,0,0,Jan-20,0,0,0
1109,Macau,Macau,22.1667,113.55,31/01/2020,7,0,0,Jan-20,0,0,0
1110,Hong Kong,Hong Kong,22.3,114.2,31/01/2020,12,0,0,Jan-20,2,0,0
1111,Singapore,Singapore,1.2833,103.8333,31/01/2020,13,0,0,Jan-20,3,0,0
1112,Vietnam,Vietnam,16,108,31/01/2020,2,0,0,Jan-20,0,0,0
1113,France,France,47,2,31/01/2020,5,0,0,Jan-20,0,0,0
1114,Nepal,Nepal,28.1667,84.25,31/01/2020,1,0,0,Jan-20,0,0,0
1115,Malaysia,Malaysia,2.5,112.5,31/01/2020,8,0,0,Jan-20,0,0,0
1116,"Toronto, ON",Canada,43.6532,-79.3832,31/01/2020,2,0,0,Jan-20,1,0,0
1117,British Columbia,Canada,49.2827,-123.1207,31/01/2020,1,0,0,Jan-20,0,0,0
1118,"Orange, CA",US,33.7879,-117.8531,31/01/2020,1,0,0,Jan-20,0,0,0
1119,"Los Angeles, CA",US,34.0522,-118.2437,31/01/2020,1,0,0,Jan-20,0,0,0
1120,New South Wales,Australia,-33.8688,151.2093,31/01/2020,4,0,2,Jan-20,0,0,0
1121,Victoria,Australia,-37.8136,144.9631,31/01/2020,3,0,0,Jan-20,1,0,0
1122,Queensland,Australia,-28.0167,153.4,31/01/2020,2,0,0,Jan-20,-1,0,0
1123,Cambodia,Cambodia,11.55,104.9167,31/01/2020,1,0,0,Jan-20,0,0,0
1124,Sri Lanka,Sri Lanka,7,81,31/01/2020,1,0,0,Jan-20,0,0,0
1125,Germany,Germany,51,9,31/01/2020,5,0,0,Jan-20,1,0,0
1126,Finland,Finland,64,26,31/01/2020,1,0,0,Jan-20,0,0,0
1127,United Arab Emirates,United Arab Emirates,24,54,31/01/2020,4,0,0,Jan-20,0,0,0
1128,Philippines,Philippines,13,122,31/01/2020,1,0,0,Jan-20,0,0,0
1129,India,India,21,78,31/01/2020,1,0,0,Jan-20,0,0,0
1130,"London, ON",Canada,42.9849,-81.2453,31/01/2020,1,0,0,Jan-20,1,0,0
1131,Italy,Italy,43,12,31/01/2020,2,0,0,Jan-20,2,0,0
1132,UK,UK,55,-3,31/01/2020,2,0,0,Jan-20,2,0,0
1133,Russia,Russia,60,90,31/01/2020,2,0,0,Jan-20,2,0,0
1134,Sweden,Sweden,63,16,31/01/2020,1,0,0,Jan-20,1,0,0
1135,"Santa Clara, CA",US,37.3541,-121.9552,31/01/2020,1,0,0,Jan-20,1,0,0
1136,Spain,Spain,40,-4,31/01/2020,0,0,0,Jan-20,0,0,0
1137,South Australia,Australia,-34.9285,138.6007,31/01/2020,0,0,0,Jan-20,0,0,0
1138,"Boston, MA",US,42.3601,-71.0589,31/01/2020,0,0,0,Jan-20,0,0,0
1139,"San Benito, CA",US,36.5761,-120.9876,31/01/2020,0,0,0,Jan-20,0,0,0
1140,Belgium,Belgium,50.8333,4,31/01/2020,0,0,0,Jan-20,0,0,0
1141,"Madison, WI",US,43.0731,-89.4012,31/01/2020,0,0,0,Jan-20,0,0,0
1142,Diamond Princess cruise ship,Others,35.4437,139.638,31/01/2020,0,0,0,Jan-20,0,0,0
1143,"San Diego County, CA",US,32.7157,-117.1611,31/01/2020,0,0,0,Jan-20,0,0,0
1144,"San Antonio, TX",US,29.4241,-98.4936,31/01/2020,0,0,0,Jan-20,0,0,0
1145,Egypt,Egypt,26,30,31/01/2020,0,0,0,Jan-20,0,0,0
1146,Iran,Iran,32,53,31/01/2020,0,0,0,Jan-20,0,0,0
1147,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,31/01/2020,0,0,0,Jan-20,0,0,0
1148,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,31/01/2020,0,0,0,Jan-20,0,0,0
1149,From Diamond Princess,Australia,35.4437,139.638,31/01/2020,0,0,0,Jan-20,0,0,0
1150,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,31/01/2020,0,0,0,Jan-20,0,0,0
1151,Lebanon,Lebanon,33.8547,35.8623,31/01/2020,0,0,0,Jan-20,0,0,0
1152,"Humboldt County, CA",US,40.745,-123.8695,31/01/2020,0,0,0,Jan-20,0,0,0
1153,"Sacramento County, CA",US,38.4747,-121.3542,31/01/2020,0,0,0,Jan-20,0,0,0
1154,Iraq,Iraq,33,44,31/01/2020,0,0,0,Jan-20,0,0,0
1155,Unassigned Location (From Diamond Princess),US,35.4437,139.638,31/01/2020,0,0,0,Jan-20,0,0,0
1156,Oman,Oman,21,57,31/01/2020,0,0,0,Jan-20,0,0,0
1157,Afghanistan,Afghanistan,33,65,31/01/2020,0,0,0,Jan-20,0,0,0
1158,Bahrain,Bahrain,26.0275,50.55,31/01/2020,0,0,0,Jan-20,0,0,0
1159,Kuwait,Kuwait,29.5,47.75,31/01/2020,0,0,0,Jan-20,0,0,0
1160,Algeria,Algeria,28.0339,1.6596,31/01/2020,0,0,0,Jan-20,0,0,0
1161,Croatia,Croatia,45.1,15.2,31/01/2020,0,0,0,Jan-20,0,0,0
1162,Switzerland,Switzerland,46.8182,8.2275,31/01/2020,0,0,0,Jan-20,0,0,0
1163,Austria,Austria,47.5162,14.5501,31/01/2020,0,0,0,Jan-20,0,0,0
1164,Israel,Israel,31,35,31/01/2020,0,0,0,Jan-20,0,0,0
1165,Pakistan,Pakistan,30.3753,69.3451,31/01/2020,0,0,0,Jan-20,0,0,0
1166,Brazil,Brazil,-14.235,-51.9253,31/01/2020,0,0,0,Jan-20,0,0,0
1167,Georgia,Georgia,42.3154,43.3569,31/01/2020,0,0,0,Jan-20,0,0,0
1168,Greece,Greece,39.0742,21.8243,31/01/2020,0,0,0,Jan-20,0,0,0
1169,North Macedonia,North Macedonia,41.6086,21.7453,31/01/2020,0,0,0,Jan-20,0,0,0
1170,Norway,Norway,60.472,8.4689,31/01/2020,0,0,0,Jan-20,0,0,0
1171,Romania,Romania,45.9432,24.9668,31/01/2020,0,0,0,Jan-20,0,0,0
1172,Denmark,Denmark,56.2639,9.5018,31/01/2020,0,0,0,Jan-20,0,0,0
1173,Estonia,Estonia,58.5953,25.0136,31/01/2020,0,0,0,Jan-20,0,0,0
1174,Netherlands,Netherlands,52.1326,5.2913,31/01/2020,0,0,0,Jan-20,0,0,0
1175,San Marino,San Marino,43.9424,12.4578,31/01/2020,0,0,0,Jan-20,0,0,0
1176,Belarus,Belarus,53.7098,27.9534,31/01/2020,0,0,0,Jan-20,0,0,0
1177," Montreal, QC",Canada,45.5017,-73.5673,31/01/2020,0,0,0,Jan-20,0,0,0
1178,Iceland,Iceland,64.9631,-19.0208,31/01/2020,0,0,0,Jan-20,0,0,0
1179,Lithuania,Lithuania,55.1694,23.8813,31/01/2020,0,0,0,Jan-20,0,0,0
1180,Mexico,Mexico,23.6345,-102.5528,31/01/2020,0,0,0,Jan-20,0,0,0
1181,New Zealand,New Zealand,-40.9006,174.886,31/01/2020,0,0,0,Jan-20,0,0,0
1182,Nigeria,Nigeria,9.082,8.6753,31/01/2020,0,0,0,Jan-20,0,0,0
1183,Western Australia,Australia,-31.9505,115.8605,31/01/2020,0,0,0,Jan-20,0,0,0
1184,Ireland,Ireland,53.1424,-7.6921,31/01/2020,0,0,0,Jan-20,0,0,0
1185,Luxembourg,Luxembourg,49.8153,6.1296,31/01/2020,0,0,0,Jan-20,0,0,0
1186,Monaco,Monaco,43.7333,7.4167,31/01/2020,0,0,0,Jan-20,0,0,0
1187,Qatar,Qatar,25.3548,51.1839,31/01/2020,0,0,0,Jan-20,0,0,0
1188,"Portland, OR",US,45.5051,-122.675,31/01/2020,0,0,0,Jan-20,0,0,0
1189,"Snohomish County, WA",US,48.033,-121.8339,31/01/2020,0,0,0,Jan-20,0,0,0
1190,Anhui,Mainland China,31.8257,117.2264,01/02/2020,297,0,5,Feb-20,60,0,2
1191,Beijing,Mainland China,40.1824,116.4142,01/02/2020,168,1,9,Feb-20,29,0,4
1192,Chongqing,Mainland China,30.0572,107.874,01/02/2020,247,1,3,Feb-20,36,1,2
1193,Fujian,Mainland China,26.0789,117.9874,01/02/2020,144,0,0,Feb-20,24,0,0
1194,Gansu,Mainland China,36.0611,103.8343,01/02/2020,40,0,0,Feb-20,11,0,0
1195,Guangdong,Mainland China,23.3417,113.4244,01/02/2020,535,0,14,Feb-20,99,0,3
1196,Guangxi,Mainland China,23.8298,108.7881,01/02/2020,100,0,2,Feb-20,13,0,0
1197,Guizhou,Mainland China,26.8154,106.8748,01/02/2020,29,0,2,Feb-20,0,0,0
1198,Hainan,Mainland China,19.1959,109.7453,01/02/2020,62,1,1,Feb-20,10,0,0
1199,Hebei,Mainland China,38.0428,114.5149,01/02/2020,96,1,0,Feb-20,14,0,0
1200,Heilongjiang,Mainland China,47.862,127.7615,01/02/2020,80,2,2,Feb-20,21,0,2
1201,Henan,Mainland China,33.88202,113.614,01/02/2020,422,2,3,Feb-20,70,0,0
1202,Hubei,Mainland China,30.9756,112.2707,01/02/2020,7153,249,168,Feb-20,1347,45,27
1203,Hunan,Mainland China,27.6104,111.7088,01/02/2020,389,0,8,Feb-20,57,0,6
1204,Inner Mongolia,Mainland China,44.0935,113.9448,01/02/2020,23,0,1,Feb-20,3,0,0
1205,Jiangsu,Mainland China,32.9711,119.455,01/02/2020,202,0,6,Feb-20,34,0,1
1206,Jiangxi,Mainland China,27.614,115.7221,01/02/2020,286,0,9,Feb-20,46,0,2
1207,Jilin,Mainland China,43.6661,126.1923,01/02/2020,17,0,1,Feb-20,3,0,0
1208,Liaoning,Mainland China,41.2956,122.6085,01/02/2020,64,0,1,Feb-20,16,0,0
1209,Ningxia,Mainland China,37.2692,106.1655,01/02/2020,26,0,0,Feb-20,5,0,0
1210,Qinghai,Mainland China,35.7452,95.9956,01/02/2020,9,0,0,Feb-20,1,0,0
1211,Shaanxi,Mainland China,35.1917,108.8701,01/02/2020,101,0,0,Feb-20,14,0,0
1212,Shandong,Mainland China,36.3427,118.1498,01/02/2020,206,0,3,Feb-20,22,0,1
1213,Shanghai,Mainland China,31.202,121.4491,01/02/2020,169,1,10,Feb-20,34,0,1
1214,Shanxi,Mainland China,37.5777,112.2922,01/02/2020,47,0,1,Feb-20,8,0,0
1215,Sichuan,Mainland China,30.6171,102.7103,01/02/2020,207,1,3,Feb-20,30,0,2
1216,Tianjin,Mainland China,39.3054,117.323,01/02/2020,41,0,0,Feb-20,9,0,0
1217,Tibet,Mainland China,31.6927,88.0924,01/02/2020,1,0,0,Feb-20,0,0,0
1218,Xinjiang,Mainland China,41.1129,85.2401,01/02/2020,18,0,0,Feb-20,1,0,0
1219,Yunnan,Mainland China,24.974,101.487,01/02/2020,93,0,2,Feb-20,10,0,1
1220,Zhejiang,Mainland China,29.1832,120.0934,01/02/2020,599,0,21,Feb-20,61,0,7
1221,Thailand,Thailand,15,101,01/02/2020,19,0,5,Feb-20,0,0,0
1222,Japan,Japan,36,138,01/02/2020,20,0,1,Feb-20,5,0,0
1223,South Korea,South Korea,36,128,01/02/2020,12,0,0,Feb-20,1,0,0
1224,Taiwan,Taiwan,23.7,121,01/02/2020,10,0,0,Feb-20,0,0,0
1225,"Seattle, WA",US,47.6062,-122.3321,01/02/2020,1,0,0,Feb-20,0,0,0
1226,"Chicago, IL",US,41.8781,-87.6298,01/02/2020,2,0,0,Feb-20,0,0,0
1227,"Tempe, AZ",US,33.4255,-111.94,01/02/2020,1,0,0,Feb-20,0,0,0
1228,Macau,Macau,22.1667,113.55,01/02/2020,7,0,0,Feb-20,0,0,0
1229,Hong Kong,Hong Kong,22.3,114.2,01/02/2020,13,0,0,Feb-20,1,0,0
1230,Singapore,Singapore,1.2833,103.8333,01/02/2020,16,0,0,Feb-20,3,0,0
1231,Vietnam,Vietnam,16,108,01/02/2020,6,0,1,Feb-20,4,0,1
1232,France,France,47,2,01/02/2020,6,0,0,Feb-20,1,0,0
1233,Nepal,Nepal,28.1667,84.25,01/02/2020,1,0,0,Feb-20,0,0,0
1234,Malaysia,Malaysia,2.5,112.5,01/02/2020,8,0,0,Feb-20,0,0,0
1235,"Toronto, ON",Canada,43.6532,-79.3832,01/02/2020,2,0,0,Feb-20,0,0,0
1236,British Columbia,Canada,49.2827,-123.1207,01/02/2020,1,0,0,Feb-20,0,0,0
1237,"Orange, CA",US,33.7879,-117.8531,01/02/2020,1,0,0,Feb-20,0,0,0
1238,"Los Angeles, CA",US,34.0522,-118.2437,01/02/2020,1,0,0,Feb-20,0,0,0
1239,New South Wales,Australia,-33.8688,151.2093,01/02/2020,4,0,2,Feb-20,0,0,0
1240,Victoria,Australia,-37.8136,144.9631,01/02/2020,4,0,0,Feb-20,1,0,0
1241,Queensland,Australia,-28.0167,153.4,01/02/2020,3,0,0,Feb-20,1,0,0
1242,Cambodia,Cambodia,11.55,104.9167,01/02/2020,1,0,0,Feb-20,0,0,0
1243,Sri Lanka,Sri Lanka,7,81,01/02/2020,1,0,0,Feb-20,0,0,0
1244,Germany,Germany,51,9,01/02/2020,8,0,0,Feb-20,3,0,0
1245,Finland,Finland,64,26,01/02/2020,1,0,0,Feb-20,0,0,0
1246,United Arab Emirates,United Arab Emirates,24,54,01/02/2020,4,0,0,Feb-20,0,0,0
1247,Philippines,Philippines,13,122,01/02/2020,1,0,0,Feb-20,0,0,0
1248,India,India,21,78,01/02/2020,1,0,0,Feb-20,0,0,0
1249,"London, ON",Canada,42.9849,-81.2453,01/02/2020,1,0,0,Feb-20,0,0,0
1250,Italy,Italy,43,12,01/02/2020,2,0,0,Feb-20,0,0,0
1251,UK,UK,55,-3,01/02/2020,2,0,0,Feb-20,0,0,0
1252,Russia,Russia,60,90,01/02/2020,2,0,0,Feb-20,0,0,0
1253,Sweden,Sweden,63,16,01/02/2020,1,0,0,Feb-20,0,0,0
1254,"Santa Clara, CA",US,37.3541,-121.9552,01/02/2020,1,0,0,Feb-20,0,0,0
1255,Spain,Spain,40,-4,01/02/2020,1,0,0,Feb-20,1,0,0
1256,South Australia,Australia,-34.9285,138.6007,01/02/2020,1,0,0,Feb-20,1,0,0
1257,"Boston, MA",US,42.3601,-71.0589,01/02/2020,1,0,0,Feb-20,1,0,0
1258,"San Benito, CA",US,36.5761,-120.9876,01/02/2020,0,0,0,Feb-20,0,0,0
1259,Belgium,Belgium,50.8333,4,01/02/2020,0,0,0,Feb-20,0,0,0
1260,"Madison, WI",US,43.0731,-89.4012,01/02/2020,0,0,0,Feb-20,0,0,0
1261,Diamond Princess cruise ship,Others,35.4437,139.638,01/02/2020,0,0,0,Feb-20,0,0,0
1262,"San Diego County, CA",US,32.7157,-117.1611,01/02/2020,0,0,0,Feb-20,0,0,0
1263,"San Antonio, TX",US,29.4241,-98.4936,01/02/2020,0,0,0,Feb-20,0,0,0
1264,Egypt,Egypt,26,30,01/02/2020,0,0,0,Feb-20,0,0,0
1265,Iran,Iran,32,53,01/02/2020,0,0,0,Feb-20,0,0,0
1266,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,01/02/2020,0,0,0,Feb-20,0,0,0
1267,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,01/02/2020,0,0,0,Feb-20,0,0,0
1268,From Diamond Princess,Australia,35.4437,139.638,01/02/2020,0,0,0,Feb-20,0,0,0
1269,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,01/02/2020,0,0,0,Feb-20,0,0,0
1270,Lebanon,Lebanon,33.8547,35.8623,01/02/2020,0,0,0,Feb-20,0,0,0
1271,"Humboldt County, CA",US,40.745,-123.8695,01/02/2020,0,0,0,Feb-20,0,0,0
1272,"Sacramento County, CA",US,38.4747,-121.3542,01/02/2020,0,0,0,Feb-20,0,0,0
1273,Iraq,Iraq,33,44,01/02/2020,0,0,0,Feb-20,0,0,0
1274,Unassigned Location (From Diamond Princess),US,35.4437,139.638,01/02/2020,0,0,0,Feb-20,0,0,0
1275,Oman,Oman,21,57,01/02/2020,0,0,0,Feb-20,0,0,0
1276,Afghanistan,Afghanistan,33,65,01/02/2020,0,0,0,Feb-20,0,0,0
1277,Bahrain,Bahrain,26.0275,50.55,01/02/2020,0,0,0,Feb-20,0,0,0
1278,Kuwait,Kuwait,29.5,47.75,01/02/2020,0,0,0,Feb-20,0,0,0
1279,Algeria,Algeria,28.0339,1.6596,01/02/2020,0,0,0,Feb-20,0,0,0
1280,Croatia,Croatia,45.1,15.2,01/02/2020,0,0,0,Feb-20,0,0,0
1281,Switzerland,Switzerland,46.8182,8.2275,01/02/2020,0,0,0,Feb-20,0,0,0
1282,Austria,Austria,47.5162,14.5501,01/02/2020,0,0,0,Feb-20,0,0,0
1283,Israel,Israel,31,35,01/02/2020,0,0,0,Feb-20,0,0,0
1284,Pakistan,Pakistan,30.3753,69.3451,01/02/2020,0,0,0,Feb-20,0,0,0
1285,Brazil,Brazil,-14.235,-51.9253,01/02/2020,0,0,0,Feb-20,0,0,0
1286,Georgia,Georgia,42.3154,43.3569,01/02/2020,0,0,0,Feb-20,0,0,0
1287,Greece,Greece,39.0742,21.8243,01/02/2020,0,0,0,Feb-20,0,0,0
1288,North Macedonia,North Macedonia,41.6086,21.7453,01/02/2020,0,0,0,Feb-20,0,0,0
1289,Norway,Norway,60.472,8.4689,01/02/2020,0,0,0,Feb-20,0,0,0
1290,Romania,Romania,45.9432,24.9668,01/02/2020,0,0,0,Feb-20,0,0,0
1291,Denmark,Denmark,56.2639,9.5018,01/02/2020,0,0,0,Feb-20,0,0,0
1292,Estonia,Estonia,58.5953,25.0136,01/02/2020,0,0,0,Feb-20,0,0,0
1293,Netherlands,Netherlands,52.1326,5.2913,01/02/2020,0,0,0,Feb-20,0,0,0
1294,San Marino,San Marino,43.9424,12.4578,01/02/2020,0,0,0,Feb-20,0,0,0
1295,Belarus,Belarus,53.7098,27.9534,01/02/2020,0,0,0,Feb-20,0,0,0
1296," Montreal, QC",Canada,45.5017,-73.5673,01/02/2020,0,0,0,Feb-20,0,0,0
1297,Iceland,Iceland,64.9631,-19.0208,01/02/2020,0,0,0,Feb-20,0,0,0
1298,Lithuania,Lithuania,55.1694,23.8813,01/02/2020,0,0,0,Feb-20,0,0,0
1299,Mexico,Mexico,23.6345,-102.5528,01/02/2020,0,0,0,Feb-20,0,0,0
1300,New Zealand,New Zealand,-40.9006,174.886,01/02/2020,0,0,0,Feb-20,0,0,0
1301,Nigeria,Nigeria,9.082,8.6753,01/02/2020,0,0,0,Feb-20,0,0,0
1302,Western Australia,Australia,-31.9505,115.8605,01/02/2020,0,0,0,Feb-20,0,0,0
1303,Ireland,Ireland,53.1424,-7.6921,01/02/2020,0,0,0,Feb-20,0,0,0
1304,Luxembourg,Luxembourg,49.8153,6.1296,01/02/2020,0,0,0,Feb-20,0,0,0
1305,Monaco,Monaco,43.7333,7.4167,01/02/2020,0,0,0,Feb-20,0,0,0
1306,Qatar,Qatar,25.3548,51.1839,01/02/2020,0,0,0,Feb-20,0,0,0
1307,"Portland, OR",US,45.5051,-122.675,01/02/2020,0,0,0,Feb-20,0,0,0
1308,"Snohomish County, WA",US,48.033,-121.8339,01/02/2020,0,0,0,Feb-20,0,0,0
1309,Anhui,Mainland China,31.8257,117.2264,02/02/2020,340,0,7,Feb-20,43,0,2
1310,Beijing,Mainland China,40.1824,116.4142,02/02/2020,191,1,9,Feb-20,23,0,0
1311,Chongqing,Mainland China,30.0572,107.874,02/02/2020,300,2,7,Feb-20,53,1,4
1312,Fujian,Mainland China,26.0789,117.9874,02/02/2020,159,0,0,Feb-20,15,0,0
1313,Gansu,Mainland China,36.0611,103.8343,02/02/2020,51,0,3,Feb-20,11,0,3
1314,Guangdong,Mainland China,23.3417,113.4244,02/02/2020,632,0,15,Feb-20,97,0,1
1315,Guangxi,Mainland China,23.8298,108.7881,02/02/2020,111,0,2,Feb-20,11,0,0
1316,Guizhou,Mainland China,26.8154,106.8748,02/02/2020,38,0,2,Feb-20,9,0,0
1317,Hainan,Mainland China,19.1959,109.7453,02/02/2020,64,1,4,Feb-20,2,0,3
1318,Hebei,Mainland China,38.0428,114.5149,02/02/2020,104,1,3,Feb-20,8,0,3
1319,Heilongjiang,Mainland China,47.862,127.7615,02/02/2020,95,2,2,Feb-20,15,0,0
1320,Henan,Mainland China,33.88202,113.614,02/02/2020,493,2,10,Feb-20,71,0,7
1321,Hubei,Mainland China,30.9756,112.2707,02/02/2020,11177,350,295,Feb-20,4024,101,127
1322,Hunan,Mainland China,27.6104,111.7088,02/02/2020,463,0,16,Feb-20,74,0,8
1323,Inner Mongolia,Mainland China,44.0935,113.9448,02/02/2020,27,0,1,Feb-20,4,0,0
